"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD16-NK:NLR_post_up"	"hsa00020"	"Citrate cycle (TCA cycle)"	"7/402"	"30/8159"	0.000507598496335898	0.00462810393718024	0.00367733895178328	"SDHC/MDH1/IDH3G/ACLY/FH/SDHB/PDHA1"	7	2.43446633801127
"CD16-NK:NLR_post_up"	"hsa05152"	"Tuberculosis"	"20/402"	"180/8159"	0.00053003217027093	0.00469457065097109	0.00373015121333527	"CORO1A/FCER1G/HLA-DQB1/HLA-DMA/CTSS/ATP6V0D1/STAT1/HLA-DQA1/HLA-DMB/HLA-DRB1/TNFRSF1A/HLA-DRB5/RFX5/CALM1/CEBPG/CALM2/BAX/HLA-DRA/SYK/JAK2"	20	2.42827356235057
"CD4-Activated:NLR_post_up"	"hsa03030"	"DNA replication"	"9/533"	"36/8159"	0.000387569437961485	0.00489887769583317	0.00393280987573549	"RPA1/PCNA/RNASEH2B/RPA3/MCM3/RPA2/MCM5/RFC2/POLD4"	9	2.40529704822915
"CD4-Naive:NLR_post_up"	"hsa04611"	"Platelet activation"	"17/468"	"124/8159"	0.000676491271419958	0.00573138438286354	0.00437147868373716	"PPP1CA/MYL12A/MYL12B/ACTB/VAMP8/ACTG1/VASP/FCER1G/PLCB1/ORAI1/TBXAS1/TLN1/GNAI3/RHOA/GNAI2/RASGRP1/LYN"	17	2.35937163498299
"CD8-Activated:NLR_pre_up"	"hsa05132"	"Salmonella infection"	"36/565"	"249/8159"	1.74133782416863e-05	0.00531108036371431	0.00441749911183831	"ANXA2/BCL2/NAIP/VPS41/CASP3/DYNC1I2/ARPC5/ACTR2/DYNC1H1/TCF7L2/PIK3C2A/CTNNB1/DYNLL1/PIK3C3/NCKAP1L/ACTR3/CASP8/CASP4/BIRC3/FBXO22/TNFSF10/CD14/PYCARD/DYNLRB1/DYNC1LI2/MYL12A/CSE1L/ARPC4/DYNLL2/EXOC5/CASP1/MAPK14/PAK1/ARPC5L/ARPC1A/HSP90AA1"	36	2.35482352913841
"CD16-NK:NLR_pre_up"	"hsa05020"	"Prion disease"	"22/271"	"273/8159"	0.000102754861721643	0.00528515778516312	0.00459846705720155	"NDUFA12/PSMC6/CSNK2A1/PSMA4/NDUFB2/COX7C/NDUFB3/NDUFB1/SLC25A5/PSMA3/PPP3CA/COX6C/ATP5PB/NCAM1/NDUFA1/PSMB3/ATP5F1E/PSMB7/NOTCH1/COX6B1/NDUFA4/COX7B"	22	2.33738692039515
"CD16-NK:NLR_pre_up"	"hsa05415"	"Diabetic cardiomyopathy"	"18/271"	"203/8159"	0.000134620653299671	0.00528515778516312	0.00459846705720155	"NDUFA12/PLCB1/NDUFB2/COX7C/NDUFB3/NDUFB1/PTEN/SLC25A5/COX6C/ATP5PB/NDUFA1/ATP2A2/ATP5F1E/COX6B1/NDUFA4/COX7B/GSR/CTSD"	18	2.33738692039515
"CD16-NK:NLR_pre_up"	"hsa00190"	"Oxidative phosphorylation"	"14/271"	"134/8159"	0.000136516990760671	0.00528515778516312	0.00459846705720155	"NDUFA12/ATP5MF/NDUFB2/COX7C/NDUFB3/NDUFB1/COX6C/ATP5PB/NDUFA1/ATP5F1E/ATP5ME/COX6B1/NDUFA4/COX7B"	14	2.33738692039515
"CD4-Activated:NLR_post_up"	"hsa03430"	"Mismatch repair"	"7/533"	"23/8159"	0.000476394495313119	0.00579002540457483	0.00464822159394581	"RPA1/PCNA/RPA3/RPA2/MSH2/RFC2/POLD4"	7	2.33271317607084
"CD8-Activated:NLR_post_up"	"hsa01212"	"Fatty acid metabolism"	"12/531"	"57/8159"	0.000242144450731322	0.00597910528344263	0.00484288901462643	"ELOVL6/FADS2/ACSL6/ELOVL1/CPT1A/HADHB/SCP2/ACAT1/TECR/HSD17B12/ACADM/HSD17B4"	12	2.31489548364551
"CD8-Activated:NLR_pre_up"	"hsa04144"	"Endocytosis"	"35/565"	"251/8159"	4.94126318741545e-05	0.00610401619462927	0.00507702468647335	"CLTC/IGF2R/RAB11FIP1/CCR5/ARPC5/ACTR2/ZFYVE16/TGFBR1/WASHC4/IL2RB/HSPA1A/MDM2/CXCR2/GRK2/IL2RG/ARAP3/LDLR/ACTR3/STAM2/VPS35/RAB10/RAB31/STAM/PDCD6IP/USP8/ARPC4/CLTA/VPS4B/ARPC5L/ARPC1A/VPS45/AP2B1/VPS29/WWP1/SMAD2"	35	2.29439072488118
"CD8-Activated:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"28/565"	"184/8159"	6.00395035537305e-05	0.00610401619462927	0.00507702468647335	"BCL2/NAIP/YWHAE/P2RX7/CYBB/CARD16/ERBIN/ANTXR2/IFI16/TRPM7/CARD8/ITPR2/OAS2/CASP8/CASP4/BIRC3/PYCARD/PLCB2/MFN1/PLCB1/CASP1/MAPK14/ITPR1/XIAP/RNASEL/IKBKE/GBP1/HSP90AA1"	28	2.29439072488118
"CD8-Naive:NLR_post_up"	"hsa05100"	"Bacterial invasion of epithelial cells"	"7/154"	"77/8159"	0.000592377284494352	0.00696748520333833	0.00507751958138016	"ITGB1/ARPC3/HCLS1/ACTB/ARPC2/ARPC5/ILK"	7	2.2943483930696
"CD8-Naive:NLR_post_up"	"hsa05140"	"Leishmaniasis"	"7/154"	"77/8159"	0.000592377284494352	0.00696748520333833	0.00507751958138016	"ITGB1/HLA-DQB1/PTPN6/HLA-DRB1/CYBA/HLA-DRB5/HLA-DRA"	7	2.2943483930696
"CD8-Naive:NLR_post_up"	"hsa05170"	"Human immunodeficiency virus 1 infection"	"12/154"	"212/8159"	0.000649434660185642	0.00729138004844789	0.0053135563106098	"CFL1/CALM1/TRADD/B2M/APOBEC3G/CALM2/FAS/RBX1/HLA-A/TNFRSF1B/TRAF5/GNAI2"	12	2.27461471260896
"CD4-Activated:NLR_post_up"	"hsa05330"	"Allograft rejection"	"9/533"	"38/8159"	0.000596869866700225	0.00698558806952856	0.00560801707114052	"HLA-DRB5/HLA-DRB1/FAS/TNF/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DPA1/IFNG"	9	2.25119067302092
"CD8-Naive:NLR_post_up"	"hsa05417"	"Lipid and atherosclerosis"	"12/154"	"215/8159"	0.000735605015337045	0.00789607026329763	0.00575422124450839	"CALM1/CCL5/CALM2/HSPA1A/POU2F2/FAS/CYBA/CASP1/HSP90AA1/CD40LG/PLCB1/ATF4"	12	2.24001344390174
"CD8-Naive:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"9/154"	"131/8159"	0.00080110354988338	0.00789607026329763	0.00575422124450839	"FYN/KLRD1/PTPN6/ICAM2/FAS/CD48/HLA-A/PRF1/TYROBP"	9	2.24001344390174
"CD8-Naive:NLR_post_up"	"hsa04217"	"Necroptosis"	"10/154"	"159/8159"	0.000823933380694225	0.00789607026329763	0.00575422124450839	"TRADD/CAPN2/FAS/GLUL/VDAC3/CFLAR/CASP1/HSP90AA1/TRAF5/PARP1"	10	2.24001344390174
"CD8-Naive:NLR_post_up"	"hsa04810"	"Regulation of actin cytoskeleton"	"12/154"	"218/8159"	0.000831165290873434	0.00789607026329763	0.00575422124450839	"TMSB4X/CFL1/PFN1/MYL12A/MYL12B/PPP1CA/ITGB1/ARPC3/ACTB/ARPC2/IQGAP2/ARPC5"	12	2.24001344390174
"CD4-Naive:NLR_post_up"	"hsa05162"	"Measles"	"18/468"	"139/8159"	0.000944209339214093	0.00757852232790259	0.00578033972205857	"TRADD/BAX/FAS/OAS2/IKBKE/CDK4/STAT1/IKBKG/HSPA1A/MSN/BID/OAS1/EIF2S1/FOS/STAT5A/SLAMF1/IL2RB/CCND2"	18	2.23804663647917
"CD4-Naive:NLR_post_up"	"hsa05418"	"Fluid shear stress and atherosclerosis"	"18/468"	"139/8159"	0.000944209339214093	0.00757852232790259	0.00578033972205857	"CALM1/RAC2/CALM2/ACTB/ACTG1/SUMO3/IKBKG/KEAP1/NCF2/RHOA/TNF/FOS/GSTO1/CYBA/NCF1/TXN/SUMO1/RAC1"	18	2.23804663647917
"CD4-Naive:NLR_post_down"	"hsa00310"	"Lysine degradation"	"13/435"	"63/8159"	2.13125058364967e-05	0.00620193919842054	0.0057880279008591	"KMT2E/SETD1B/PHYKPL/ASH1L/SETD1A/KMT2C/SETD2/NSD1/PRDM2/NSD3/EHMT1/SETD7/EZH1"	13	2.23746938405612
"CD8-Activated:NLR_post_up"	"hsa04145"	"Phagosome"	"22/531"	"152/8159"	0.000315209162055885	0.00722729578713851	0.00585388443818073	"CYBB/ACTG1/CTSS/CD14/CD36/CANX/FCGR2A/CORO1A/NCF2/ACTB/FCGR3A/FCGR2B/CALR/HLA-A/CYBA/HLA-DRB5/ATP6V1C1/CLEC7A/ATP6V1E1/ATP6V0E1/ATP6V0D1/ITGAM"	22	2.23255585524623
"CD4-Activated:NLR_post_up"	"hsa05310"	"Asthma"	"8/533"	"31/8159"	0.000648788012206907	0.00732203613776367	0.00587811695270168	"HLA-DRB5/FCER1G/HLA-DRB1/TNF/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DPA1"	8	2.23076177732981
"CD16-NK:NLR_pre_up"	"hsa05131"	"Shigellosis"	"20/271"	"247/8159"	0.00019971878530567	0.00676547385222958	0.00588644840900923	"ACTR2/TLN1/PLCB1/MYL12A/CASP4/PFN1/ARPC5L/CAPNS1/ACTR3/ATM/ROCK2/RPS6KA5/PYCARD/IL18/ARPC5/UBB/ARPC3/ROCK1/MDM2/CYTH3"	20	2.23014665794473
"CD4-Activated:NLR_pre_down"	"hsa04659"	"Th17 cell differentiation"	"10/183"	"108/8159"	0.000145620862570273	0.00777615406125259	0.00600877664500496	"FOS/NFKBIA/RARA/JUN/CD3E/NFATC1/RELA/ZAP70/LCK/STAT3"	10	2.22121393904629
"CD8-Activated:NLR_post_up"	"hsa05017"	"Spinocerebellar ataxia"	"21/531"	"143/8159"	0.000350866414582032	0.00750854127205549	0.00608168451942189	"PSMA4/PSMD4/PSMA5/PSMA7/PSMB7/PSMD11/PSMD8/PSMB3/PSMD13/PSMA3/GNAQ/PSMB1/PSMA6/RBPJ/PSMC5/PSMD1/PSMC2/MCU/KAT5/PSMB2/PSMC4"	21	2.21597611214779
"CD4-Activated:NLR_pre_up"	"hsa05012"	"Parkinson disease"	"17/194"	"266/8159"	0.000190612090089269	0.00752917755852611	0.00621997346607087	"NDUFS5/GNAI2/COX7B/NDUFS6/NDUFA1/COX7C/NDUFB3/PSMC6/UBA52/GNAS/NDUFA12/NDUFA2/SLC39A4/SEM1/UQCRB/COX6B1/PSMA4"	17	2.20621146797214
"CD8-Activated:NLR_pre_up"	"hsa04070"	"Phosphatidylinositol signaling system"	"18/565"	"97/8159"	9.89540493205636e-05	0.00754524626069298	0.00627576997006732	"INPP4A/ITPKB/SYNJ2/PIK3C2A/INPP1/ITPR2/PIK3C3/PTEN/PPIP5K2/DGKA/MTMR1/INPP5D/PLCB2/DGKE/PLCB1/SYNJ1/MTM1/ITPR1"	18	2.20233298327523
"CD8-Naive:NLR_post_up"	"hsa04659"	"Th17 cell differentiation"	"8/154"	"108/8159"	0.000958935360987969	0.00877248274681586	0.00639290240658646	"AHR/HLA-DQB1/HLA-DRB1/SMAD3/HLA-DRB5/IL2RB/HLA-DRA/HSP90AA1"	8	2.19430192541198
"CD56-NK:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"3/21"	"41/8159"	0.000147121682515261	0.00706184076073254	0.00665919194542762	"PCBP2/FTH1/PCBP1"	3	2.17657846676557
"CD4-Naive:NLR_post_up"	"hsa05330"	"Allograft rejection"	"8/468"	"38/8159"	0.00117249172935434	0.00916948660136086	0.00699381031544694	"HLA-DRB5/HLA-DRB1/HLA-DQB1/HLA-DRA/FAS/HLA-DPA1/TNF/HLA-DMB"	8	2.15528615070447
"CD8-Activated:NLR_pre_up"	"hsa05016"	"Huntington disease"	"39/565"	"306/8159"	0.000138217326732312	0.00843125693067106	0.00701271068262891	"CLTC/GNAQ/NDUFA12/CASP3/NDUFB3/PSMC6/NDUFS6/COX7B/POLR2L/CREB3L2/NDUFA8/SP1/PIK3C3/GPX7/PSMA4/CASP8/NDUFS1/ATP5PF/TFAM/PSMA5/NDUFB7/NDUFB2/RB1CC1/CREB1/PLCB2/SEM1/POLR2B/CLTA/PSMC5/PLCB1/COX7C/ITPR1/NDUFA1/AP2B1/POLR2K/COX6B1/ATG2B/NRBF2/NDUFB6"	39	2.15411407804541
"CD8-Activated:NLR_pre_down"	"hsa05135"	"Yersinia infection"	"14/268"	"137/8159"	0.000153935126101961	0.00843564491038745	0.00709721949817461	"CD8A/RELA/PIK3R1/CD8B/AKT2/NFKBIA/LCK/WIPF1/WAS/FYB1/MAP2K1/JUN/RHOA/PXN"	14	2.14891176298699
"CD4-Activated:NLR_pre_down"	"hsa04210"	"Apoptosis"	"11/183"	"136/8159"	0.000228237109985029	0.00922059401441701	0.0071249218483175	"GADD45B/FOS/NFKBIA/JUN/RELA/TUBA1A/LMNA/PIK3R1/CTSF/TUBA1C/ACTB"	11	2.14721989497287
"CD4-Activated:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"6/183"	"41/8159"	0.000274516552641122	0.00922059401441701	0.0071249218483175	"PCBP2/FTH1/PCBP1/MAP1LC3B/VDAC2/SLC3A2"	6	2.14721989497287
"CD4-Activated:NLR_pre_down"	"hsa05418"	"Fluid shear stress and atherosclerosis"	"11/183"	"139/8159"	0.000276272479832719	0.00922059401441701	0.0071249218483175	"FOS/KLF2/JUN/GSTM1/RELA/GSTM2/DUSP1/HSP90B1/PIK3R1/SQSTM1/ACTB"	11	2.14721989497287
"CD16-NK:NLR_post_up"	"hsa05171"	"Coronavirus disease - COVID-19"	"23/402"	"232/8159"	0.00104723414785654	0.00901784960654241	0.00716528627480789	"RPL21/OAS2/CASP1/RPL13A/CFD/RPL10A/STAT1/RPS20/RPL27A/TNFRSF1A/CYBB/RPL27/RPS18/IFNAR2/PRKCA/RPS3A/IKBKG/RPS11/STAT2/RPSA/RPS19/SYK/OAS1"	23	2.14476645354497
"CD4-Naive:NLR_pre_up"	"hsa04714"	"Thermogenesis"	"13/139"	"232/8159"	0.000154529064006105	0.00892405344635258	0.00756379102766726	"COX6B1/NDUFB3/RPS6/ATP5PF/GNAS/NDUFS5/NDUFA6/ARID1B/ATP5MF/KDM3A/COX7C/NDUFS6/NDUFA12"	13	2.12126047834427
"CD8-Activated:NLR_post_up"	"hsa04210"	"Apoptosis"	"20/531"	"136/8159"	0.000473046461054021	0.00937687804256603	0.00759497909989772	"TNFSF10/CASP10/PRF1/CTSB/ACTG1/CTSS/TRADD/BCL2/BIRC3/ACTB/CTSC/CTSH/CAPN1/CTSO/BCL2L1/BAX/PARP4/BID/FAS/IKBKG"	20	2.11947341690476
"CD8-Activated:NLR_post_up"	"hsa04714"	"Thermogenesis"	"29/531"	"232/8159"	0.000496594787301005	0.00937687804256603	0.00759497909989772	"ATP5PB/ACTG1/ATP5F1B/COA4/ACSL6/CPT1A/ACTB/SDHB/UQCRC2/NDUFB5/SLC25A20/RPTOR/NDUFA12/ATP5F1A/SMARCD3/NDUFA8/SDHC/NDUFS6/NDUFB3/NDUFB6/CREB3L2/NDUFAF3/COX15/NDUFA4/COA3/COX14/NDUFS2/NDUFS5/NDUFV2"	29	2.11947341690476
"CD4-Naive:NLR_post_up"	"hsa05100"	"Bacterial invasion of epithelial cells"	"12/468"	"77/8159"	0.00133645346925516	0.0100038058906778	0.00763016773715204	"ACTB/ACTG1/ARPC2/ARPC3/ILK/RHOG/ARPC5/HCLS1/ACTR3/RHOA/SHC1/RAC1"	12	2.11746591466389
"CD4-Naive:NLR_post_up"	"hsa04932"	"Non-alcoholic fatty liver disease"	"19/468"	"155/8159"	0.00134477390661571	0.0100038058906778	0.00763016773715204	"NDUFS6/NDUFA6/COX5A/BAX/SDHC/FAS/NDUFA8/SDHB/NDUFB3/NDUFAB1/NDUFB7/BID/UQCRC2/EIF2S1/TNF/FOS/NDUFB6/PRKAG1/RAC1"	19	2.11746591466389
"CD4-Activated:NLR_post_up"	"hsa04142"	"Lysosome"	"19/533"	"132/8159"	0.000889943995218003	0.00969732077547893	0.00778499102894877	"CTSS/TPP1/ACP5/DNASE2/ATP6V0D1/CD164/DMXL2/LIPA/CD68/FUCA1/CTSO/SLC11A1/LAMP2/AP1M1/CTSW/CTSC/CTSB/NPC2/GBA"	19	2.10874188355576
"CD56-NK:NLR_post_down"	"hsa05169"	"Epstein-Barr virus infection"	"7/54"	"202/8159"	0.000339212863819281	0.00988622801977138	0.00788375440173156	"RELB/NFKB1/TNFAIP3/NFKBIA/VIM/PIK3R1/CCND3"	7	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04064"	"NF-kappa B signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"RELB/NFKB1/CCL4/TNFAIP3/NFKBIA"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04620"	"Toll-like receptor signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"NFKB1/MAP3K8/CCL4/NFKBIA/PIK3R1"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04625"	"C-type lectin receptor signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"RELB/NFKB1/NFKBIA/PIK3R1/NFATC2"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04660"	"T cell receptor signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"NFKB1/MAP3K8/NFKBIA/PIK3R1/NFATC2"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa05166"	"Human T-cell leukemia virus 1 infection"	"7/54"	"222/8159"	0.000599165334531599	0.00988622801977138	0.00788375440173156	"RELB/NFKB1/NFKBIA/PIK3R1/CCND3/NFATC2/ZFP36"	7	2.1032669135192
"CD16-NK:NLR_post_up"	"hsa05321"	"Inflammatory bowel disease"	"10/402"	"65/8159"	0.00118448299594071	0.00992404672274646	0.00788532065576459	"IL12RB2/HLA-DQB1/HLA-DMA/STAT1/HLA-DQA1/HLA-DMB/HLA-DRB1/IL18RAP/HLA-DRB5/HLA-DRA"	10	2.10318064143493
"CD4-Activated:NLR_post_up"	"hsa05323"	"Rheumatoid arthritis"	"15/533"	"93/8159"	0.000935701646211922	0.00985605734009891	0.00791242444691485	"LTB/HLA-DRB5/ATP6V1E1/ACP5/HLA-DRB1/ATP6V0D1/TNF/HLA-DQB1/HLA-DRA/ATP6V0E1/HLA-DMA/HLA-DPA1/CSF1/ICAM1/IFNG"	15	2.10169042388702
"CD4-Activated:NLR_post_up"	"hsa05134"	"Legionellosis"	"11/533"	"57/8159"	0.00098079106270955	0.00999774115536186	0.00802616794950769	"CASP1/NFKB2/RAB1B/HSPA1A/PYCARD/MYD88/SEC22B/TNF/HSPA1B/NAIP/TLR5"	11	2.09549175678991
"CD16-NK:NLR_post_up"	"hsa05140"	"Leishmaniasis"	"11/402"	"77/8159"	0.00128248887656148	0.0104624092561594	0.00831308579266996	"PTPN6/HLA-DQB1/HLA-DMA/STAT1/HLA-DQA1/HLA-DMB/HLA-DRB1/HLA-DRB5/CYBB/HLA-DRA/JAK2"	11	2.08023773747105
"CD8-Activated:NLR_post_up"	"hsa05152"	"Tuberculosis"	"24/531"	"180/8159"	0.000591496797974873	0.0105483595638852	0.00854384263741483	"CASP10/CTSS/CD14/TRADD/FCGR2A/CORO1A/FCER1G/ITGAX/BCL2/FCGR3A/CALM2/FCGR2B/STAT1/JAK2/HLA-DRB5/SYK/CLEC7A/CEBPG/ARHGEF12/ATP6V0D1/ITGAM/CALM1/BAX/BID"	24	2.06834675918394
"CD4-Activated:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"16/533"	"104/8159"	0.00108348484284829	0.0106994128231269	0.00858946865547494	"LTB/TRADD/IKBKG/NFKB2/LTA/TRAF3/MYD88/PARP1/TNF/TRAF5/CFLAR/RIPK1/TNFSF14/ICAM1/TICAM1/DDX58"	16	2.06603370079419
"CD4-Activated:NLR_post_up"	"hsa04714"	"Thermogenesis"	"28/533"	"232/8159"	0.00113902886934889	0.0109070643246743	0.00875617089355928	"ATP5PB/COA6/MAP2K3/NDUFA8/ATP5F1B/COA4/SLC25A29/SDHC/UQCRC2/COA3/SDHB/CPT1A/SLC25A20/ACSL5/SMARCD2/ACTG1/NDUFB3/ACSL6/NDUFS5/ACTB/NDUFS2/NDUFAF3/NDUFAF8/NDUFB5/SDHA/COX15/COA7/NDUFAF1"	28	2.05768577092714
"CD16-NK:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"7/232"	"41/8159"	0.000135232311558192	0.00912818103017797	0.00882568770169254	"FTL/FTH1/PCBP2/MAP1LC3B/SLC3A2/ACSL5/PRNP"	7	2.05425144419352
"CD8-Naive:NLR_pre_up"	"hsa05163"	"Human cytomegalovirus infection"	"11/116"	"225/8159"	0.000338968348522227	0.0113494158937389	0.00919404537596115	"GNAS/PTGER2/IL10RA/GNAI2/PPP3CA/CALM2/FAS/TRADD/NFATC2/CCL5/CDK6"	11	2.03649335717904
"CD8-Naive:NLR_pre_up"	"hsa04611"	"Platelet activation"	"8/116"	"124/8159"	0.000366110190120609	0.0113494158937389	0.00919404537596115	"GNAS/MYL12B/GNAI2/ITGB1/FYN/RASGRP1/VAMP8/MYL12A"	8	2.03649335717904
"CD8-Naive:NLR_post_up"	"hsa05164"	"Influenza A"	"10/154"	"171/8159"	0.00143617763002774	0.0126691383791732	0.00923257047874973	"TRADD/CCL5/HLA-DQB1/FAS/HLA-DRB1/HLA-DRB5/ACTB/HLA-DRA/PABPN1/CASP1"	10	2.03467736838695
"CD8-Activated:NLR_post_up"	"hsa05164"	"Influenza A"	"23/531"	"171/8159"	0.000675811595322287	0.0114176590578134	0.0092479481465155	"TNFSF10/ACTG1/TRADD/PYCARD/ACTB/STAT1/JAK2/TRIM25/CDK4/HLA-DRB5/DNAJC3/OAS2/IKBKE/FDPS/STAT2/CASP1/BAX/BID/OAS1/FAS/RAB11A/RSAD2/IKBKG"	23	2.03395461401711
"CD4-Activated:NLR_pre_down"	"hsa05167"	"Kaposi sarcoma-associated herpesvirus infection"	"13/183"	"194/8159"	0.000404130126495232	0.0119891937526919	0.0092642695664404	"ZFP36/FOS/NFKBIA/GNB2/JUN/MYC/NFATC1/MAP1LC3B/LEF1/RELA/STAT3/GNG10/PIK3R1"	13	2.03318881657926
"CD4-Activated:NLR_pre_down"	"hsa05166"	"Human T-cell leukemia virus 1 infection"	"14/183"	"222/8159"	0.000450292946979553	0.0120228216843541	0.00929025448505183	"ZFP36/FOS/NFKBIA/JUN/MYC/CD3E/NFATC1/RELA/SLC25A5/LCK/EGR1/VDAC2/PIK3R1/ELK1"	14	2.03197238934974
"CD8-Activated:NLR_post_up"	"hsa00620"	"Pyruvate metabolism"	"10/531"	"47/8159"	0.000724704283845925	0.0116315037557271	0.00942115568999703	"MDH1/FH/ADH5/LDHB/ACAT1/PCK2/AKR1A1/ALDH9A1/ACYP1/ME2"	10	2.02589581918136
"CD4-Activated:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"9/533"	"42/8159"	0.00129216744047813	0.0120095562115026	0.00964124932369132	"HLA-DRB5/HLA-DRB1/FAS/TNF/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DPA1/IFNG"	9	2.01586668609405
"CD4-Naive:NLR_post_up"	"hsa05145"	"Toxoplasmosis"	"15/468"	"112/8159"	0.00174952853583963	0.0127049096055021	0.00969037108823454	"HLA-DRB5/HLA-DRB1/HLA-DQB1/HLA-DRA/STAT1/IKBKG/HSPA1A/HLA-DPA1/GNAI3/TNF/GNAI2/MAP2K3/IL10RA/HLA-DMB/ALOX5"	15	2.01365959152646
"CD8-Activated:NLR_pre_up"	"hsa04142"	"Lysosome"	"21/565"	"132/8159"	0.000264918014605442	0.0119787558286151	0.00996334824744169	"CLTC/IGF2R/GNPTAB/WDR7/SLC11A1/CD164/CTSD/DMXL2/SCARB2/TPP1/CTSS/NCOA7/AP1G1/NPC1/CLTA/LAMP2/GNS/CD68/CD63/CTSC/NPC2"	21	2.00159468958569
"CD8-Activated:NLR_pre_up"	"hsa04714"	"Thermogenesis"	"31/565"	"232/8159"	0.000289215948450609	0.0119787558286151	0.00996334824744169	"ACSL6/NDUFA12/ARID1A/NDUFB3/NDUFS6/COX7B/CREB3L2/NDUFA8/ATP5MF/PRKAA1/NDUFS1/ATP5PF/SMARCD2/PRKACA/NDUFB7/NDUFB2/KDM3B/RPTOR/CREB1/ARID1B/RPS6KA3/COA5/COX7C/MAPK14/KDM3A/NDUFA1/GNAS/FRS2/COA7/COX6B1/NDUFB6"	31	2.00159468958569
"CD8-Activated:NLR_pre_up"	"hsa04666"	"Fc gamma R-mediated phagocytosis"	"17/565"	"97/8159"	0.000314196874193182	0.0119787558286151	0.00996334824744169	"SYK/HCK/GSN/ARPC5/ACTR2/CFL1/FCGR2A/FCGR3A/VAV3/FCGR2B/ACTR3/INPP5D/NCF1/ARPC4/PAK1/ARPC5L/ARPC1A"	17	2.00159468958569
"CD8-Naive:NLR_pre_up"	"hsa04380"	"Osteoclast differentiation"	"8/116"	"128/8159"	0.000453604777511338	0.012304029589995	0.00996736813742019	"STAT1/PPP3CA/FYN/TAB2/TGFB1/CYBA/NFATC2/CYLD"	8	2.00141950109517
"CD16-NK:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"13/402"	"104/8159"	0.00170598225626406	0.0135603717805605	0.0107746247764046	"BCL2A1/LTB/BCL2L1/TNFRSF1A/LTA/LAT/PARP1/LTBR/TRAF5/TNFSF14/IKBKG/SYK/ICAM1"	13	1.96759784509989
"CD4-Naive:NLR_pre_down"	"hsa00240"	"Pyrimidine metabolism"	"7/163"	"58/8159"	0.000142566778168708	0.0116773518870313	0.0109033190929338	"NME4/NUDT2/UCKL1/CMPK1/DUT/ASMTL/NME2"	7	1.96244127780938
"CD4-Naive:NLR_pre_down"	"hsa00983"	"Drug metabolism - other enzymes"	"8/163"	"80/8159"	0.000182639254386253	0.0116773518870313	0.0109033190929338	"GSTM1/NME4/UCKL1/CMPK1/DUT/GSTM2/IMPDH1/NME2"	8	1.96244127780938
"CD4-Naive:NLR_pre_down"	"hsa05171"	"Coronavirus disease - COVID-19"	"14/163"	"232/8159"	0.000214442711232852	0.0116773518870313	0.0109033190929338	"RPLP0/RPL5/NFKBIA/RPS13/RPL10/RPS8/RPL14/RPL11/RPS15A/RPL26/FOS/RPL22L1/FAU/RPL30"	14	1.96244127780938
"CD4-Naive:NLR_pre_down"	"hsa01232"	"Nucleotide metabolism"	"8/163"	"85/8159"	0.00027867385175882	0.0116773518870313	0.0109033190929338	"NME4/UCKL1/CMPK1/DUT/ADSL/ASMTL/IMPDH1/NME2"	8	1.96244127780938
"CD4-Naive:NLR_pre_down"	"hsa04659"	"Th17 cell differentiation"	"9/163"	"108/8159"	0.000293155277498693	0.0116773518870313	0.0109033190929338	"LCK/NFATC1/NFKBIA/HSP90AB1/TGFBR2/ZAP70/FOS/CD3E/RARA"	9	1.96244127780938
"CD4-Activated:NLR_post_up"	"hsa05416"	"Viral myocarditis"	"11/533"	"60/8159"	0.00152491299676832	0.0137677859136797	0.0110527528487568	"HLA-DRB5/BID/HLA-DRB1/RAC2/HLA-DQB1/HLA-DRA/ACTG1/HLA-DMA/HLA-DPA1/ACTB/ICAM1"	11	1.9565295411528
