"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD8-Naive:NLR_pre_up"	"hsa04137"	"Mitophagy - animal"	"5/116"	"72/8159"	0.00349363599451399	0.0421177228227519	0.0341191351511015	"OPTN/TOMM7/UBA52/MAP1LC3B/TAX1BP1"	5	1.46700198582411
"CD56-NK:NLR_post_down"	"hsa04218"	"Cellular senescence"	"5/54"	"156/8159"	0.00356357963785798	0.0419993314461834	0.0334922898294923	"NFKB1/ZFP36L2/PIK3R1/CCND3/NFATC2"	5	1.47505515922881
"CD4-Naive:NLR_post_down"	"hsa03018"	"RNA degradation"	"13/435"	"79/8159"	0.000246432988309761	0.0358559997990702	0.0334630057810096	"BTG2/DDX6/PABPC1/PAN3/BTG1/CNOT1/CNOT4/MTREX/PAN2/EXOSC2/ENO2/EXOSC6/PATL1"	13	1.47543505155424
"CD16-NK:NLR_post_up"	"hsa01212"	"Fatty acid metabolism"	"8/402"	"57/8159"	0.00641733528232157	0.0414452903649935	0.032931062632966	"SCP2/FADS2/ELOVL6/ACAT1/ECHS1/CPT1A/HSD17B12/FADS1"	8	1.48239425507043
"CD8-Activated:NLR_pre_up"	"hsa04210"	"Apoptosis"	"19/565"	"136/8159"	0.00250956077948064	0.0382708018870798	0.0318317972555176	"BCL2/CASP10/CASP3/CFLAR/CTSD/ATM/SPTAN1/PARP4/ITPR2/CASP8/CASP2/CTSS/BIRC3/TNFSF10/PRF1/ITPR1/XIAP/DAXX/CTSC"	19	1.49713883998036
"CD8-Activated:NLR_pre_up"	"hsa04670"	"Leukocyte transendothelial migration"	"17/565"	"114/8159"	0.00206093809326249	0.0357409413566102	0.0297275819394066	"NCF2/ROCK1/TXK/CYBB/ITGAM/VAV3/CTNNB1/GNAI2/PTK2B/MSN/PTPN11/NCF1/VCL/MYL12A/ITGAL/ARHGAP5/MAPK14"	17	1.52684041515031
"CD8-Naive:NLR_pre_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"7/116"	"131/8159"	0.00256178884337738	0.0347442611883057	0.028145969529212	"HCST/PPP3CA/FYN/FAS/KLRD1/NFATC2/TNFSF10"	7	1.55058378683555
"CD8-Activated:NLR_pre_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"19/565"	"131/8159"	0.00161478576666991	0.0337583180425864	0.02807853200436	"FCER1G/PTPN6/SYK/CASP3/SH3BP2/ICAM2/KLRC1/FCGR3A/TYROBP/SH2D1B/VAV3/NCR3/PTK2B/TNFSF10/PRF1/PTPN11/IFNGR1/ITGAL/PAK1"	19	1.55162560163737
"CD56-NK:NLR_post_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"4/54"	"89/8159"	0.00276081151001971	0.0350410691656348	0.0279434363362319	"NFKB1/NFKBIA/PIK3R1/NFATC2"	4	1.55372018769581
"CD8-Activated:NLR_post_down"	"hsa04660"	"T cell receptor signaling pathway"	"11/277"	"104/8159"	0.000765478166141152	0.0301817105507083	0.02774138917895	"NCK2/MAP3K8/AKT2/PIK3R1/CBLB/MAP2K1/NFKBIB/BCL10/NFATC2/NFATC1/CD8A"	11	1.55687179496979
"CD8-Naive:NLR_post_up"	"hsa04670"	"Leukocyte transendothelial migration"	"7/154"	"114/8159"	0.00568208882801098	0.0369335773820713	0.0269151576063678	"MYL12A/MYL12B/ITGB1/CD99/CYBA/ACTB/GNAI2"	7	1.57000307275428
"CD4-Naive:NLR_pre_down"	"hsa04660"	"T cell receptor signaling pathway"	"8/163"	"104/8159"	0.00108303290764215	0.0287605405473859	0.0268541492889047	"CTLA4/LCK/NFATC1/NFKBIA/LCP2/ZAP70/FOS/CD3E"	8	1.5709886010612
"CD8-Naive:NLR_post_up"	"hsa04668"	"TNF signaling pathway"	"7/154"	"112/8159"	0.00516111216441188	0.0354109640169371	0.0258055608220594	"TRADD/CCL5/FAS/CFLAR/TNFRSF1B/TRAF5/ATF4"	7	1.58828669814105
"CD4-Activated:NLR_post_up"	"hsa01212"	"Fatty acid metabolism"	"10/533"	"57/8159"	0.00345710524796542	0.0273111314589268	0.0219253253884123	"ACAT1/SCP2/ECHS1/ACADM/CPT1A/HADHB/ACSL5/HSD17B4/ACSL6/ELOVL1"	10	1.6590539526555
"CD4-Naive:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"10/139"	"184/8159"	0.00114800458361846	0.0254886549749085	0.021603507975999	"CARD16/IKBKE/CARD8/GBP4/BIRC3/GBP5/STAT1/NAIP/CASP4/GBP1"	10	1.66547572241759
"CD16-NK:NLR_post_up"	"hsa04670"	"Leukocyte transendothelial migration"	"13/402"	"114/8159"	0.00387525265988924	0.0265420796168584	0.0210894622422576	"TXK/ACTG1/RAC2/VASP/ACTB/PECAM1/CYBB/MYL12A/ACTN4/PRKCA/ACTN1/GNAI3/ICAM1"	13	1.67593449414376
"CD8-Naive:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"7/154"	"104/8159"	0.0034285239028847	0.0249072177650741	0.0181510088976249	"LTB/TRADD/TNFSF13B/CFLAR/CD40LG/TRAF5/PARP1"	7	1.74109923032518
"CD4-Naive:NLR_pre_up"	"hsa00190"	"Oxidative phosphorylation"	"9/139"	"134/8159"	0.000448796808780291	0.0207344125656494	0.0175739381964493	"COX6B1/NDUFB3/ATP5PF/NDUFS5/NDUFA6/ATP5MF/COX7C/NDUFS6/NDUFA12"	9	1.75513090524716
"CD4-Activated:NLR_pre_down"	"hsa04658"	"Th1 and Th2 cell differentiation"	"8/183"	"92/8159"	0.00102620628830478	0.0225332034566404	0.0174118189532881	"FOS/NFKBIA/JUN/CD3E/NFATC1/RELA/ZAP70/LCK"	8	1.75915585725073
"CD4-Naive:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"16/468"	"131/8159"	0.0032607417626594	0.0216201356002417	0.016490250104067	"RAC2/TYROBP/CD48/ICAM2/HCST/TNFSF10/FCGR3A/FAS/NCR3/FCER1G/BID/TNF/SHC1/SH2D1A/PTPN6/RAC1"	16	1.78277275745478
"CD8-Naive:NLR_post_up"	"hsa04137"	"Mitophagy - animal"	"6/154"	"72/8159"	0.00229733698098337	0.0177325698219654	0.0129225205180315	"UBC/OPTN/GABARAPL1/TAX1BP1/RAB7A/ATF4"	6	1.88865276959859
"CD4-Naive:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"8/468"	"42/8159"	0.00231330471785082	0.0156790653098778	0.0119588384244452	"HLA-DRB5/HLA-DRB1/HLA-DQB1/HLA-DRA/FAS/HLA-DPA1/TNF/HLA-DMB"	8	1.92231100181522
"CD4-Naive:NLR_post_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"13/468"	"92/8159"	0.0021431320857661	0.0148558019581514	0.011330913659194	"HLA-DRB5/HLA-DRB1/HLA-DQB1/HLA-DRA/TBX21/STAT1/IKBKG/IL12RB2/HLA-DPA1/FOS/STAT5A/HLA-DMB/IL2RB"	13	1.94573506973518
"CD4-Naive:NLR_pre_down"	"hsa01232"	"Nucleotide metabolism"	"8/163"	"85/8159"	0.00027867385175882	0.0116773518870313	0.0109033190929338	"NME4/UCKL1/CMPK1/DUT/ADSL/ASMTL/IMPDH1/NME2"	8	1.96244127780938
"CD16-NK:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"13/402"	"104/8159"	0.00170598225626406	0.0135603717805605	0.0107746247764046	"BCL2A1/LTB/BCL2L1/TNFRSF1A/LTA/LAT/PARP1/LTBR/TRAF5/TNFSF14/IKBKG/SYK/ICAM1"	13	1.96759784509989
"CD8-Activated:NLR_pre_up"	"hsa04142"	"Lysosome"	"21/565"	"132/8159"	0.000264918014605442	0.0119787558286151	0.00996334824744169	"CLTC/IGF2R/GNPTAB/WDR7/SLC11A1/CD164/CTSD/DMXL2/SCARB2/TPP1/CTSS/NCOA7/AP1G1/NPC1/CLTA/LAMP2/GNS/CD68/CD63/CTSC/NPC2"	21	2.00159468958569
"CD4-Activated:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"9/533"	"42/8159"	0.00129216744047813	0.0120095562115026	0.00964124932369132	"HLA-DRB5/HLA-DRB1/FAS/TNF/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DPA1/IFNG"	9	2.01586668609405
"CD16-NK:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"7/232"	"41/8159"	0.000135232311558192	0.00912818103017797	0.00882568770169254	"FTL/FTH1/PCBP2/MAP1LC3B/SLC3A2/ACSL5/PRNP"	7	2.05425144419352
"CD4-Activated:NLR_post_up"	"hsa04064"	"NF-kappa B signaling pathway"	"16/533"	"104/8159"	0.00108348484284829	0.0106994128231269	0.00858946865547494	"LTB/TRADD/IKBKG/NFKB2/LTA/TRAF3/MYD88/PARP1/TNF/TRAF5/CFLAR/RIPK1/TNFSF14/ICAM1/TICAM1/DDX58"	16	2.06603370079419
"CD56-NK:NLR_post_down"	"hsa04064"	"NF-kappa B signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"RELB/NFKB1/CCL4/TNFAIP3/NFKBIA"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04620"	"Toll-like receptor signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"NFKB1/MAP3K8/CCL4/NFKBIA/PIK3R1"	5	2.1032669135192
"CD56-NK:NLR_post_down"	"hsa04660"	"T cell receptor signaling pathway"	"5/54"	"104/8159"	0.000588577746280096	0.00988622801977138	0.00788375440173156	"NFKB1/MAP3K8/NFKBIA/PIK3R1/NFATC2"	5	2.1032669135192
"CD4-Activated:NLR_post_up"	"hsa04142"	"Lysosome"	"19/533"	"132/8159"	0.000889943995218003	0.00969732077547893	0.00778499102894877	"CTSS/TPP1/ACP5/DNASE2/ATP6V0D1/CD164/DMXL2/LIPA/CD68/FUCA1/CTSO/SLC11A1/LAMP2/AP1M1/CTSW/CTSC/CTSB/NPC2/GBA"	19	2.10874188355576
"CD8-Activated:NLR_post_up"	"hsa04210"	"Apoptosis"	"20/531"	"136/8159"	0.000473046461054021	0.00937687804256603	0.00759497909989772	"TNFSF10/CASP10/PRF1/CTSB/ACTG1/CTSS/TRADD/BCL2/BIRC3/ACTB/CTSC/CTSH/CAPN1/CTSO/BCL2L1/BAX/PARP4/BID/FAS/IKBKG"	20	2.11947341690476
"CD4-Activated:NLR_pre_down"	"hsa04210"	"Apoptosis"	"11/183"	"136/8159"	0.000228237109985029	0.00922059401441701	0.0071249218483175	"GADD45B/FOS/NFKBIA/JUN/RELA/TUBA1A/LMNA/PIK3R1/CTSF/TUBA1C/ACTB"	11	2.14721989497287
"CD4-Activated:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"6/183"	"41/8159"	0.000274516552641122	0.00922059401441701	0.0071249218483175	"PCBP2/FTH1/PCBP1/MAP1LC3B/VDAC2/SLC3A2"	6	2.14721989497287
"CD56-NK:NLR_pre_down"	"hsa04216"	"Ferroptosis"	"3/21"	"41/8159"	0.000147121682515261	0.00706184076073254	0.00665919194542762	"PCBP2/FTH1/PCBP1"	3	2.17657846676557
"CD8-Activated:NLR_pre_up"	"hsa04070"	"Phosphatidylinositol signaling system"	"18/565"	"97/8159"	9.89540493205636e-05	0.00754524626069298	0.00627576997006732	"INPP4A/ITPKB/SYNJ2/PIK3C2A/INPP1/ITPR2/PIK3C3/PTEN/PPIP5K2/DGKA/MTMR1/INPP5D/PLCB2/DGKE/PLCB1/SYNJ1/MTM1/ITPR1"	18	2.20233298327523
"CD4-Naive:NLR_post_down"	"hsa00310"	"Lysine degradation"	"13/435"	"63/8159"	2.13125058364967e-05	0.00620193919842054	0.0057880279008591	"KMT2E/SETD1B/PHYKPL/ASH1L/SETD1A/KMT2C/SETD2/NSD1/PRDM2/NSD3/EHMT1/SETD7/EZH1"	13	2.23746938405612
"CD8-Naive:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"9/154"	"131/8159"	0.00080110354988338	0.00789607026329763	0.00575422124450839	"FYN/KLRD1/PTPN6/ICAM2/FAS/CD48/HLA-A/PRF1/TYROBP"	9	2.24001344390174
"CD8-Activated:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"28/565"	"184/8159"	6.00395035537305e-05	0.00610401619462927	0.00507702468647335	"BCL2/NAIP/YWHAE/P2RX7/CYBB/CARD16/ERBIN/ANTXR2/IFI16/TRPM7/CARD8/ITPR2/OAS2/CASP8/CASP4/BIRC3/PYCARD/PLCB2/MFN1/PLCB1/CASP1/MAPK14/ITPR1/XIAP/RNASEL/IKBKE/GBP1/HSP90AA1"	28	2.29439072488118
"CD8-Activated:NLR_post_up"	"hsa01212"	"Fatty acid metabolism"	"12/531"	"57/8159"	0.000242144450731322	0.00597910528344263	0.00484288901462643	"ELOVL6/FADS2/ACSL6/ELOVL1/CPT1A/HADHB/SCP2/ACAT1/TECR/HSD17B12/ACADM/HSD17B4"	12	2.31489548364551
"CD16-NK:NLR_pre_up"	"hsa00190"	"Oxidative phosphorylation"	"14/271"	"134/8159"	0.000136516990760671	0.00528515778516312	0.00459846705720155	"NDUFA12/ATP5MF/NDUFB2/COX7C/NDUFB3/NDUFB1/COX6C/ATP5PB/NDUFA1/ATP5F1E/ATP5ME/COX6B1/NDUFA4/COX7B"	14	2.33738692039515
"CD4-Naive:NLR_pre_down"	"hsa03010"	"Ribosome"	"13/163"	"158/8159"	1.50933252831408e-05	0.00360730474267066	0.00336819469476406	"RPLP0/RPL5/RPS13/RPL10/RPS8/MRPL23/RPL14/RPL11/RPS15A/RPL26/RPL22L1/FAU/RPL30"	13	2.47260281253526
"CD4-Activated:NLR_pre_up"	"hsa00190"	"Oxidative phosphorylation"	"12/194"	"134/8159"	7.74942892434224e-05	0.00367322931013822	0.00303451322090033	"NDUFS5/COX7B/NDUFS6/ATP5MF/NDUFA1/COX7C/PPA2/NDUFB3/NDUFA12/NDUFA2/UQCRB/COX6B1"	12	2.51791096601614
"CD8-Activated:NLR_post_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"26/531"	"184/8159"	0.000137960721669421	0.00372387676782387	0.00301622417331528	"CYBB/CTSB/HSP90AA1/NAIP/GSDMD/ANTXR2/GBP2/BCL2/PYCARD/BIRC3/GBP1/GBP4/STAT1/IFI16/CYBA/OAS2/BCL2L1/IKBKE/P2RX7/CARD8/STAT2/CASP1/TANK/OAS1/MCU/IKBKG"	26	2.52053638375193
"CD8-Activated:NLR_post_up"	"hsa00190"	"Oxidative phosphorylation"	"21/531"	"134/8159"	0.000139210346460705	0.00372387676782387	0.00301622417331528	"ATP5PB/ATP5F1B/SDHB/UQCRC2/NDUFB5/NDUFA12/ATP5F1A/NDUFA8/SDHC/NDUFS6/ATP6V1C1/NDUFB3/ATP6V1E1/NDUFB6/ATP6V0E1/ATP6V0D1/COX15/NDUFA4/NDUFS2/NDUFS5/NDUFV2"	21	2.52053638375193
"CD56-NK:NLR_post_down"	"hsa04668"	"TNF signaling pathway"	"6/54"	"112/8159"	8.83821974651479e-05	0.00364576564543735	0.00290730912714302	"NFKB1/MAP3K8/JUNB/TNFAIP3/NFKBIA/PIK3R1"	6	2.53650878829328
"CD8-Activated:NLR_post_up"	"hsa04142"	"Lysosome"	"21/531"	"132/8159"	0.000111728693342276	0.00358649105628708	0.00290494602689919	"CTSB/CD164/CTSS/GNPTAB/CD63/CTSC/CTSA/TPP1/LIPA/IGF2R/CTSH/PSAP/CLTA/DMXL2/DNASE2/CTSO/CD68/NAGA/ATP6V0D1/ASAH1/AP1S2"	21	2.53686193227111
"CD4-Activated:NLR_post_up"	"hsa04210"	"Apoptosis"	"21/533"	"136/8159"	0.000181753661817237	0.00287170785671234	0.00230540171041863	"BID/CTSS/TRADD/IKBKG/BAX/TNFSF10/FAS/ENDOG/CASP2/PARP1/TNF/CTSO/ACTG1/PARP3/CTSW/CTSC/CFLAR/RIPK1/ACTB/CTSB/BAD"	21	2.63725338896518
"CD8-Naive:NLR_post_up"	"hsa04514"	"Cell adhesion molecules"	"11/154"	"157/8159"	0.000177779863606645	0.00313654473648866	0.002285741103514	"TIGIT/ITGB1/HLA-DQB1/ICAM2/HLA-DRB1/CD99/HLA-DRB5/CD2/HLA-DRA/HLA-A/CD40LG"	11	2.64097296190341
"CD4-Activated:NLR_pre_down"	"hsa04668"	"TNF signaling pathway"	"11/183"	"112/8159"	3.92100574185914e-05	0.00261727133269098	0.00202241348790629	"JUNB/SOCS3/FOS/BCL3/NFKBIA/TNFAIP3/JUN/CEBPB/RELA/RIPK3/PIK3R1"	11	2.69413004698565
"CD8-Naive:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"11/116"	"184/8159"	5.71087341014587e-05	0.00247851906000331	0.00200782286209339	"MAP1LC3B/GBP2/STAT1/TAB2/CARD16/TANK/HSP90AA1/CASP4/CYBA/CCL5/IFI16"	11	2.69727460497762
"CD4-Activated:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"15/533"	"78/8159"	0.000129754314016837	0.00241190371937178	0.00193627180669087	"HLA-DRB5/CTSS/HLA-DRB1/HSPA1A/TNF/HSPA1B/HLA-DQB1/HLA-DRA/HLA-DMA/HLA-DPA1/TAP1/PSME2/CD74/CTSB/IFNG"	15	2.71303367809152
"CD4-Activated:NLR_pre_down"	"hsa04660"	"T cell receptor signaling pathway"	"11/183"	"104/8159"	1.94709691351156e-05	0.00247322017803439	0.00191110252274686	"FOS/NFKBIA/JUN/CD3E/NFATC1/CTLA4/RELA/ZAP70/LCK/PIK3R1/NCK2"	11	2.71871601421714
"CD16-NK:NLR_post_up"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"17/402"	"131/8159"	0.000223738203266247	0.00231196143375122	0.00183700840576498	"SH2D1A/FCER1G/TNFSF10/RAC2/PRF1/ICAM2/PTPN6/CD48/NCR3/LAT/NCR1/IFNAR2/HLA-A/PRKCA/GZMB/SYK/ICAM1"	17	2.73588885644923
"CD4-Naive:NLR_post_up"	"hsa00190"	"Oxidative phosphorylation"	"19/468"	"134/8159"	0.000214140414613331	0.00204102582678331	0.00155674446149823	"ATP5F1B/ATP5PB/NDUFS6/NDUFA6/COX5A/SDHC/NDUFA8/SDHB/ATP6V1F/NDUFB3/NDUFAB1/ATP6V0E1/ATP6V0D1/NDUFB7/ATP5MF/UQCRC2/ATP6V1E1/NDUFB6/ATP6V0B"	19	2.80778267071338
"CD4-Activated:NLR_pre_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"15/194"	"184/8159"	3.00195696743647e-05	0.00177865950320611	0.00146937893669259	"BIRC3/CARD8/CASP1/GBP1/P2RX7/NAIP/CASP8/CARD16/CASP4/GBP4/IKBKE/STAT1/STAT2/BCL2/HSP90AA1"	15	2.83286618998759
"CD16-NK:NLR_pre_down"	"hsa04612"	"Antigen processing and presentation"	"11/232"	"78/8159"	1.12469230774187e-05	0.00101222307696768	0.000978679622175379	"KIR2DL1/KLRC3/KIR3DL1/B2M/HLA-DPB1/KIR3DL2/KLRC4/HLA-DPA1/CD8A/CIITA/TNF"	11	3.00935945435911
"CD8-Activated:NLR_pre_down"	"hsa04668"	"TNF signaling pathway"	"14/268"	"112/8159"	1.6279028354911e-05	0.0011151134423114	0.0009381861078225	"CCL5/CEBPB/TNFAIP3/RELA/PIK3R1/AKT2/IRF1/NFKBIA/BCL3/JUNB/MAP3K8/MAP2K1/JUN/RPS6KA4"	14	3.02771100215064
"CD4-Activated:NLR_pre_down"	"hsa05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"11/183"	"89/8159"	4.26903216689724e-06	0.00113983158856156	0.000880768741801956	"FOS/NFKBIA/JUN/CD3E/NFATC1/RELA/ZAP70/LCK/STAT3/PIK3R1/BATF"	11	3.05513810673364
"CD4-Naive:NLR_post_up"	"hsa03010"	"Ribosome"	"22/468"	"158/8159"	9.12678699770091e-05	0.00109967280496525	0.000838749576867369	"RPS20/RPL21/RPL27A/RPL23A/RPL13A/MRPL14/RPL27/RPS27L/RPS11/RPS18/RPS6/RPS19/RPL4/MRPL16/MRPL11/MRPL22/RPS3A/MRPL13/RPL10A/RPS24/RPL35/MRPS12"	22	3.0763676859159
"CD4-Naive:NLR_post_up"	"hsa04670"	"Leukocyte transendothelial migration"	"18/468"	"114/8159"	7.70984348030313e-05	0.00102239228760541	0.000779805679243474	"MYL12A/RAC2/MYL12B/ACTB/ACTG1/ACTN4/CYBB/NCF4/VASP/NCF2/GNAI3/MSN/RHOA/ITGAM/CYBA/GNAI2/NCF1/RAC1"	18	3.10801360621507
"CD8-Naive:NLR_post_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"13/154"	"184/8159"	4.16057747914782e-05	0.000856385531124592	0.000624086621872172	"CCL5/GBP2/ANTXR2/GABARAPL1/GBP1/GBP5/CYBA/VDAC3/CASP1/HSP90AA1/PLCB1/TRAF5/PSTPIP1"	13	3.2047551269999
"CD8-Activated:NLR_pre_down"	"hsa04660"	"T cell receptor signaling pathway"	"14/268"	"104/8159"	6.81672014594409e-06	0.000622593773329561	0.000523811127004125	"CD8A/CD3E/RELA/PIK3R1/CD8B/AKT2/NFKBIA/LCK/MAP3K8/MAP2K1/JUN/CTLA4/RHOA/NCK2"	14	3.28082528035682
"CD16-NK:NLR_post_up"	"hsa04658"	"Th1 and Th2 cell differentiation"	"15/402"	"92/8159"	3.7812903709259e-05	0.000509652180429143	0.000404952836062545	"IL2RB/IL12RB2/HLA-DQB1/HLA-DMA/STAT1/HLA-DQA1/HLA-DMB/HLA-DRB1/HLA-DRB5/LAT/HLA-DRA/STAT5A/CD3D/IKBKG/JAK2"	15	3.39259555513235
"CD16-NK:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"10/402"	"42/8159"	2.68234954027686e-05	0.000437646503939909	0.000347739497188247	"PRF1/HLA-DQB1/HLA-DMA/HLA-DQA1/HLA-DMB/HLA-DRB1/HLA-DRB5/HLA-DRA/HLA-A/GZMB"	10	3.45874597817868
"CD16-NK:NLR_post_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"24/402"	"184/8159"	1.08934667301018e-05	0.000223217967072178	0.00017736164446482	"CASP4/OAS2/PYCARD/GBP2/GBP4/CASP1/IFI16/HSP90AA1/STAT1/BCL2L1/CARD6/CYBB/GSDMD/CARD8/IFNAR2/GBP1/TRAF5/YWHAE/IKBKG/NAIP/STAT2/VDAC1/HSP90AB1/OAS1"	24	3.75114029317567
"CD8-Naive:NLR_post_up"	"hsa04210"	"Apoptosis"	"12/154"	"136/8159"	9.00609015734124e-06	0.000222450426886329	0.000162109622832142	"TRADD/CAPN2/FAS/CTSS/CTSH/ACTB/CFLAR/PRF1/CTSW/ATF4/PARP1/TUBA1C"	12	3.79019120465266
"CD4-Naive:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"16/468"	"78/8159"	6.71180975965734e-06	0.000127943873543468	9.75861813739653e-05	"CD74/PSME2/B2M/HLA-DRB5/CTSS/HLA-DRB1/CALR/HLA-DQB1/HLA-DRA/PSME1/HSPA1A/HLA-DPA1/CTSB/TNF/PSME3/HLA-DMB"	16	4.01061167595957
"CD8-Activated:NLR_post_down"	"hsa00190"	"Oxidative phosphorylation"	"18/277"	"134/8159"	5.46242414949184e-07	5.0254302175325e-05	4.6191025264124e-05	"UQCRQ/ATP5ME/ATP5F1E/NDUFA3/NDUFB1/ATP6V0C/UQCR11/NDUFA13/NDUFC1/NDUFA1/NDUFB8/ATP6V1G1/ATP5PO/COX17/NDUFA7/NDUFA11/ATP6V0E2/CYCS"	18	4.33544239796974
"CD8-Naive:NLR_post_up"	"hsa05332"	"Graft-versus-host disease"	"8/154"	"42/8159"	9.19762078790111e-07	3.79387812101223e-05	2.7647694808996e-05	"KLRD1/HLA-DQB1/FAS/HLA-DRB1/HLA-DRB5/HLA-DRA/HLA-A/PRF1"	8	4.55834107316462
"CD8-Naive:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"11/154"	"78/8159"	1.9860921585517e-07	2.45282381581135e-05	1.78748294269653e-05	"B2M/KLRD1/HLA-DQB1/HSPA1A/HLA-DRB1/HLA-DRB5/CTSS/HLA-DRA/HLA-A/HSP90AA1/PSME1"	11	4.74775809382233
"CD4-Activated:NLR_post_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"32/533"	"184/8159"	2.65012043052949e-07	2.02086834387821e-05	1.62234933669103e-05	"CASP1/IKBKE/CYBB/IKBKG/TANK/CARD8/GBP2/GBP1/OAS2/TBK1/TRAF3/PYCARD/IFNAR2/MYD88/CASP4/TNF/STAT2/TRPV2/TRAF5/MFN2/STAT1/NAIP/OAS1/GBP4/CARD16/RIPK1/CTSB/P2RX7/CYBA/TICAM1/OAS3/ANTXR2"	32	4.78985562443938
"CD4-Naive:NLR_post_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"29/468"	"184/8159"	5.45378379927633e-07	1.38617004898273e-05	1.05726861371936e-05	"CASP1/GBP2/PYCARD/PSTPIP1/GBP5/CCL5/CYBB/GBP4/OAS2/IKBKE/CARD16/CASP4/GBP1/GSDMD/PLCB1/STAT1/IKBKG/TANK/NAIP/OAS1/RHOA/CTSB/TNF/TRAF5/CARD8/CYBA/GBP3/VDAC1/TXN"	29	4.97581466015179
"CD4-Naive:NLR_post_up"	"hsa04210"	"Apoptosis"	"25/468"	"136/8159"	1.691044526671e-07	6.44710725793317e-06	4.91737947887224e-06	"TRADD/CTSS/ACTB/ACTG1/TNFSF10/CTSW/BAX/FAS/CTSH/IKBKG/CTSC/CTSZ/BID/PARP3/EIF2S1/CTSB/TNF/TUBA4A/FOS/TUBA1C/CAPN2/CFLAR/PARP1/PTPN13/CASP2"	25	5.30826627549651
"CD16-NK:NLR_post_up"	"hsa04612"	"Antigen processing and presentation"	"18/402"	"78/8159"	2.78112918225743e-08	1.72430009299961e-06	1.37007206031208e-06	"PSME2/HLA-DQB1/HLA-DMA/CTSS/TAP1/HSP90AA1/PDIA3/HLA-DQA1/HLA-DMB/CANX/HLA-DRB1/HLA-DRB5/RFX5/CALR/HLA-DRA/HSPA1A/HLA-A/HSP90AB1"	18	5.86325659008966
"CD4-Activated:NLR_post_down"	"hsa03010"	"Ribosome"	"31/481"	"158/8159"	2.01524993265291e-09	5.98529229997915e-07	5.40935508238414e-07	"RPS28/RPS21/RPS15A/RPL34/RPL36/RPL37/RPL39/RPS10/RPL35A/RPS29/FAU/RPS8/RPL5/RPL36A/RPLP0/RPS13/RPL37A/RPL12/RPL26/RPL38/RPS17/MRPL23/MRPL9/RPL30/RPL14/RSL24D1/RPL10/RPL11/RPL18/RPS27/RPS14"	31	6.26685450954359
"CD8-Naive:NLR_pre_up"	"hsa03010"	"Ribosome"	"16/116"	"158/8159"	5.98210282430589e-10	1.29811631287438e-07	1.05159070700956e-07	"RPL23A/RPL27/RPL27A/RPL35/RPL13A/RPS27/RPS20/RPL21/RPS18/UBA52/RPL37A/RPL38/RPS6/RPS25/RPS11/RPL41"	16	6.97815326044348
"CD16-NK:NLR_pre_down"	"hsa03010"	"Ribosome"	"24/232"	"158/8159"	1.2425824035329e-11	3.35497248953883e-09	3.24379406395957e-09	"RPL14/RPL11/RPS13/RPL30/FAU/RPL12/RPS12/RPL19/RPL10/RPL18A/RPL5/RPS3/RPS7/RPL8/RPS15/RPS15A/RPL6/RPS14/RPS4X/RPL36AL/RPL32/RPS8/MRPL10/RPLP2"	24	8.48894672527621
