"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"nlp"
"CD16-NK:LR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"9/141"	"119/8112"	0.000214586050939562	0.00517152382764344	0.00316232075068828	"GNAI2/FCER1G/PRKCB/PIK3R1/RAC2/MAP2K2/PTEN/MAPK3/FYN"	9	2.49999408216181
"CD8-Activated:NLR_down"	"hsa03010"	"Ribosome"	"19/318"	"158/8112"	1.21711507852139e-05	0.00350529142614161	0.00312606399114968	"RPS29/RPL37/RPS17/RPL37A/RPL38/RPL36A/RPS21/RPS28/RPL36/RPS10/RPL17/MRPL23/RPL34/RPL26/RPS15A/RPL39/RPS27/RSL24D1/MRPL19"	19	2.50500213613169
"CD4-Naive:NLR_down"	"hsa04919"	"Thyroid hormone signaling pathway"	"18/467"	"121/8112"	0.000176920565543942	0.00345584838029168	0.00248309565675709	"HIF1A/SIN3A/MED13L/PRKCB/AKT3/ATP1A1/NCOA3/CREBBP/FOXO1/NCOR1/SLC16A10/PRKCA/MED14/ESR1/PIK3R1/AKT1/MAP2K2/KAT2B"	18	2.60500654971585
"CD4-Naive:NLR_down"	"hsa04917"	"Prolactin signaling pathway"	"13/467"	"70/8112"	0.000149418168015342	0.00312710880203537	0.00224688974459161	"STAT3/SOCS3/NFKB1/AKT3/SOCS1/SOCS2/SOCS4/SOS2/MAPK11/ESR1/PIK3R1/AKT1/MAP2K2"	13	2.64841823799043
"CD4-Activated:NLR_down"	"hsa04068"	"FoxO signaling pathway"	"21/496"	"131/8112"	4.04579929557332e-05	0.00202964264661262	0.00171769022724341	"GABARAP/SOD2/KLF2/FBXO32/STAT3/TGFBR2/GADD45A/SGK1/PIK3R1/EP300/TGFB1/GABARAPL1/PTEN/IGF1R/FBXO25/MAP2K2/MAPK11/CSNK1E/AKT2/PLK3/IRS1"	21	2.76505515524813
"CD4-Naive:NLR_down"	"hsa04068"	"FoxO signaling pathway"	"21/467"	"131/8112"	1.64666734695215e-05	0.00210659199843659	0.00151362816485474	"SGK1/STAT3/TGFBR2/FBXO32/KLF2/GADD45A/AKT3/PTEN/BRAF/CREBBP/FOXO1/TGFB1/IRS1/SOS2/MAPK11/SMAD4/CSNK1E/PIK3R1/GABARAP/AKT1/MAP2K2"	21	2.81998079972717
"CD4-Naive:NLR_up"	"hsa04670"	"Leukocyte transendothelial migration"	"15/362"	"114/8112"	0.000152904752051843	0.00161096078054621	0.00122438767620461	"ACTB/GNAI3/RHOA/ACTG1/RAP1B/MYL12B/VASP/NCF2/RAC2/CD99/VCL/ACTN4/CYBB/MSN/MYL12A"	15	2.91208105034493
"CD8-Activated:LR_down"	"hsa04071"	"Sphingolipid signaling pathway"	"15/277"	"119/8112"	1.16318752990424e-05	0.00112441461224077	0.00102442129826654	"GNAI2/CERS6/MAP3K5/GNA12/RAC2/FCER1G/ASAH1/S1PR4/PRKCB/MAP2K2/FYN/CERS4/ABCC1/PTEN/GNAQ"	15	2.98952140089525
"CD4-Naive:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"21/362"	"184/8112"	6.67192738691691e-05	0.00082009107464187	0.000623298479567238	"RHOA/CASP4/PSTPIP1/GSDMD/TNF/GBP5/GBP2/GBP4/CCL5/PYCARD/JUN/STAT1/GBP1/TBK1/IKBKG/TRAF3/CYBB/PLCB1/GBP3/CASP1/VDAC1"	21	3.20530393249572
"CD8-Activated:NLR_up"	"hsa00190"	"Oxidative phosphorylation"	"17/323"	"134/8112"	2.12265322956247e-05	0.000672173522694783	0.00058838457942258	"ATP5PB/NDUFA4/ATP6V0E1/NDUFB10/SDHB/SDHC/COX5B/NDUFB3/ATP5MC3/NDUFS7/NDUFB7/COX7A2L/NDUFB5/NDUFS3/COX8A/NDUFB6/NDUFA12"	17	3.2303387179286
"CD4-Activated:NLR_up"	"hsa04621"	"NOD-like receptor signaling pathway"	"27/503"	"184/8112"	2.27079301215442e-05	0.000481408118576738	0.000390417044194971	"TNF/CASP1/GBP5/IKBKG/ANTXR2/TANK/BIRC3/PYCARD/AIM2/IRF3/GSDMD/IKBKE/GBP1/GBP2/CASP4/RNASEL/RHOA/TRAF3/STAT1/PSTPIP1/GBP4/CYBB/RNF31/CARD8/TRAF5/GBP3/TBK1"	27	3.4084712308664
"CD56-NK:LR_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"4/15"	"131/8112"	7.72407021675045e-05	0.000397237896861451	0.000255533150027834	"GZMB/HLA-C/HLA-A/PRF1"	4	3.59255275134031
"CD4-Activated:NLR_up"	"hsa01212"	"Fatty acid metabolism"	"14/503"	"57/8112"	6.71162077403254e-06	0.00019402685510385	0.000157353788482103	"ACAT1/SCP2/CPT1A/MCAT/ACSL5/ELOVL4/HADHB/ELOVL1/HACD1/HACD3/HACD2/HSD17B8/ELOVL5/HSD17B4"	14	3.80312279646182
"CD8-Naive:LR_up"	"hsa03010"	"Ribosome"	"12/89"	"158/8112"	1.27677678019274e-07	2.15775275852573e-05	2.11004162621326e-05	"RPS13/RPS26/RPS5/RPS8/RPL19/RPL5/RPL30/RPL11/RPL35A/MRPS9/MRPS6/RPS2"	12	4.67570897699785
"CD16-NK:LR_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"14/141"	"131/8112"	5.17661062118018e-08	1.24756315970442e-05	7.62868933647605e-06	"SYK/FCER1G/SH2D1A/PRF1/PRKCB/ICAM1/HLA-C/PIK3R1/RAC2/MAP2K2/MAPK3/GZMB/CASP3/FYN"	14	5.11755007054195
"CD56-NK:LR_down"	"hsa05330"	"Allograft rejection"	"4/15"	"38/8112"	5.3857708796055e-07	6.44797213251081e-06	4.1478183308549e-06	"GZMB/HLA-C/HLA-A/PRF1"	4	5.38218027341005
"CD56-NK:LR_down"	"hsa05332"	"Graft-versus-host disease"	"4/15"	"42/8112"	8.13128999358829e-07	6.44797213251081e-06	4.1478183308549e-06	"GZMB/HLA-C/HLA-A/PRF1"	4	5.38218027341005
"CD4-Naive:LR_down"	"hsa03010"	"Ribosome"	"17/155"	"158/8112"	6.80234961000284e-09	8.60497225665359e-07	6.73074592989754e-07	"RPL27A/RPS18/RPS20/RPL13A/RPL27/RPL31/RPS17/RPS29/RPL35/RPL37A/RPL23A/RPL13/RPL36A/RPL17/RPL38/RPL21/RPL23"	17	6.17193680274678
"CD4-Naive:NLR_up"	"hsa00190"	"Oxidative phosphorylation"	"23/362"	"134/8112"	2.01686663760974e-08	5.94975658094873e-07	4.52202730327236e-07	"ATP5F1B/ATP5PB/NDUFS7/NDUFB6/SDHC/SDHB/ATP6V1F/NDUFA8/NDUFB3/NDUFAB1/ATP6V0B/ATP6V1E1/COX5A/ATP6AP1/COX7A2L/UQCRC2/ATP5F1A/ATP6V0E1/ATP6V1C1/NDUFA12/ATP6V0D1/NDUFS2/NDUFB10"	23	6.34466681978263
"CD16-NK:NLR_up"	"hsa03050"	"Proteasome"	"13/256"	"46/8112"	9.14108193495459e-10	2.62349051533197e-07	2.28045938798341e-07	"PSMA4/PSMA5/PSMB3/PSMB1/PSMB9/PSMB8/PSMB2/PSMB10/PSMD8/PSMD14/PSMC5/PSME2/PSMC6"	13	6.64197765757422
"CD8-Activated:NLR_up"	"hsa03050"	"Proteasome"	"14/323"	"46/8112"	1.43979000678174e-09	1.36780050644265e-07	1.19729905827113e-07	"PSMB9/PSMD4/PSMB1/PSMB4/PSMB8/PSMA7/PSMC6/PSMA5/PSMB3/PSMA4/PSMD1/PSMC4/PSMB7/PSMC2"	14	6.92179735908807
"CD8-Naive:LR_down"	"hsa03010"	"Ribosome"	"14/84"	"158/8112"	6.20653094783105e-10	1.30957802999235e-07	1.07144323730978e-07	"RPS18/RPL13A/RPL27A/RPL27/RPL17/RPL23A/RPL35/RPS20/RPS17/RPL31/RPL36/RPL21/RPL38/RPL36A"	14	6.97003083197271
"CD16-NK:NLR_down"	"hsa03010"	"Ribosome"	"25/284"	"158/8112"	1.73150215894446e-10	4.77894595868671e-08	4.37432124364917e-08	"RPS29/RPS28/RPL38/RPS21/RPS27/RPL37/RPL37A/RPL36/RPL34/RPL17/RPL36A/RPS17/RPS15A/RPL39/RPL26/RPS14/RPS10/FAU/RPL41/RPL35A/RPL30/MRPL23/RPLP2/RPL14/RPL36AL"	25	7.35908932618608
"CD8-Activated:LR_up"	"hsa03010"	"Ribosome"	"16/112"	"158/8112"	3.80509252521897e-10	4.12852538986259e-08	4.12552136944794e-08	"RPS26/RPL28/RPS7/RPL35A/FAU/RPL30/RPS2/RPL7A/RPL12/RPSA/RPS15/RPL41/RPS3/RPL5/RPS15A/RPL19"	16	7.38452115897683
"CD8-Activated:LR_down"	"hsa04650"	"Natural killer cell mediated cytotoxicity"	"23/277"	"131/8112"	6.7363077944104e-11	1.95352926037902e-08	1.77980342778633e-08	"KIR3DL2/KIR2DL3/CD247/SYK/KLRC2/PRF1/FCGR3A/IFNAR2/PTK2B/RAC2/KLRK1/VAV3/KLRC1/NCR1/FCER1G/PTPN6/SH2D1B/TNFSF10/PRKCB/HLA-C/MAP2K2/FYN/NFATC2"	23	7.74962796114162
"CD4-Activated:LR_down"	"hsa03010"	"Ribosome"	"22/171"	"158/8112"	1.3263334774517e-12	3.47499371092345e-10	3.23904596598731e-10	"RPS18/RPS20/RPL27A/RPS24/RPS3A/RPL17/RPL31/RPL27/RPL37A/RPL23/RPL13/RPS6/RPL38/RPS17/RPL23A/RPL21/RPL13A/RPL35/RPS29/MRPL21/RPS9/MRPL12"	22	9.48958288878112
"CD4-Activated:NLR_up"	"hsa03050"	"Proteasome"	"21/503"	"46/8112"	4.72814142747322e-14	1.50354897393648e-11	1.21936278919046e-11	"PSMB9/PSMD8/PSMA7/PSMB10/PSMD11/PSMA5/IFNG/PSMC4/PSMB1/PSMD4/PSMB3/PSMB8/PSMA4/PSMD13/PSMC5/PSMB2/PSMD14/PSMA3/PSMD1/PSME2/PSMB7"	21	10.913867062304
"CD56-NK:NLR_down"	"hsa03010"	"Ribosome"	"18/77"	"158/8112"	3.73302203334238e-15	7.01808142268368e-13	6.83732456633237e-13	"RPS29/RPS21/RPL37/RPS28/RPL37A/RPL38/RPS27/RPL34/RPL36A/RPL36/RPL26/RPL17/RPL41/RPL39/RPL14/RPL36AL/FAU/RPL35A"	18	12.1651138037446
"CD56-NK:LR_down"	"hsa03010"	"Ribosome"	"10/15"	"158/8112"	1.63172934687562e-14	5.87422564875224e-13	3.77874164539618e-13	"RPL27A/RPL37A/RPL35/RPL38/RPS18/RPL21/RPS20/RPL4/RPL13A/RPS6"	10	12.4226528000159
"CD4-Activated:NLR_down"	"hsa03010"	"Ribosome"	"42/496"	"158/8112"	1.05954540245269e-16	3.18923166138259e-14	2.69905249887948e-14	"RPL36/RPS29/RPL37A/RPS28/RPL38/RPL37/RPS17/RPS21/RPL36A/RPS15A/RPL34/RPS27/RPL17/RPL39/RPL26/RPS10/RPL31/FAU/RPL14/RPS23/RPS8/RPL22/RPLP2/RPL41/RPS14/RPL35A/MRPL23/RSL24D1/RPS12/RPL36AL/RPL13/RPL29/RPL32/RPL18/RPL5/RPS4X/RPL12/RPL30/MRPL30/RPL10/RPS13/RPS15"	42	13.5687886679622
"CD4-Naive:NLR_up"	"hsa03050"	"Proteasome"	"21/362"	"46/8112"	6.18323396923626e-17	1.8240540209247e-14	1.38634614257613e-14	"PSMB9/PSMA7/PSMD8/PSMD11/PSMA5/PSMB3/PSMA4/PSMC4/PSMD4/PSME2/PSMB1/PSME1/PSMB10/PSMB7/PSMB6/POMP/PSMC5/PSMD14/PSMB8/PSMC2/ADRM1"	21	13.8581283216417
"CD56-NK:LR_up"	"hsa03010"	"Ribosome"	"13/20"	"158/8112"	2.43340667330848e-18	1.36270773705275e-16	1.28074035437289e-16	"RPS26/RPS7/FAU/RPS8/RPL28/RPL11/RPL10/RPL8/RPS3/RPSA/RPL19/RPLP0/RPL35A"	13	15.892538906237
"CD8-Naive:NLR_down"	"hsa03010"	"Ribosome"	"40/156"	"158/8112"	9.47824582794869e-35	1.83877969062205e-32	1.75596975338839e-32	"RPL36/RPS28/RPS29/RPL34/RPL37/RPL38/RPS21/RPL37A/RPS15A/RPL14/RPL36A/RPS17/FAU/RPS8/RPL29/RPS23/RPL39/RPS14/RPL22/RPL32/RPL26/RPL17/RPL12/RPS27/RPL10/RPS13/RPL35A/RPL7A/RPL41/RPL31/RPS12/RPS15/MRPL23/RPS10/RPLP2/RPL18/RPS4X/RPL11/RPL30/RPL6"	40	31.755482969096
